[-4.12663785], [0.47510719299316406, 0.592523992061615, 0.4944792091846466, 0.3138517439365387, 0.9560918211936951, 0.08330223709344864, 0.09876348823308945, 0.3474661111831665, 0.8469153642654419, 0.7615082859992981, 0.8828067779541016, 0.880169153213501, 0.8024652004241943, 0.8510614633560181, 0.3646984398365021, 0.9519653916358948, 0.22200752794742584, 0.6900888681411743, 0.9972562789916992, 0.6272759437561035]
[-3.9833652], [0.8144758343696594, 0.2802508473396301, 0.8098763823509216, 0.9568862915039062, 0.10578711330890656, 0.541418731212616, 0.5770503282546997, 0.9441171884536743, 0.09079156070947647, 0.45516932010650635, 0.4788444936275482, 0.40444624423980713, 0.47486114501953125, 0.23971694707870483, 0.9923681616783142, 0.4675140082836151, 0.9825159311294556, 0.2109731137752533, 0.22006119787693024, 0.31322941184043884]
[-4.01112954], [0.6295440196990967, 0.8654896020889282, 0.18828269839286804, 0.10276287794113159, 0.38749027252197266, 0.9849915504455566, 0.3977958858013153, 0.6829066872596741, 0.4083934426307678, 0.19863773882389069, 0.14726078510284424, 0.060401998460292816, 0.5204853415489197, 0.5522469878196716, 0.5262768864631653, 0.575580894947052, 0.7270533442497253, 0.9179016351699829, 0.49169430136680603, 0.8214281797409058]
[-3.69081693], [0.03137451410293579, 0.05275883898139, 0.5075905323028564, 0.7456094622612, 0.5503560304641724, 0.39015617966651917, 0.9341574311256409, 0.029553966596722603, 0.6542523503303528, 0.5182821154594421, 0.7454978823661804, 0.5378043055534363, 0.19434578716754913, 0.4135924279689789, 0.14814963936805725, 0.09087719023227692, 0.4744184613227844, 0.4231017529964447, 0.7295905947685242, 0.13653495907783508]
[-3.63807806], [0.23816606402397156, 0.9090597033500671, 0.9481995105743408, 0.508638858795166, 0.7037429809570312, 0.21645276248455048, 0.29026278853416443, 0.6073596477508545, 0.36635276675224304, 0.27072861790657043, 0.09477023780345917, 0.6431626081466675, 0.6560707688331604, 0.026341218501329422, 0.018511544913053513, 0.2289571762084961, 0.2824482023715973, 0.33858245611190796, 0.3098018169403076, 0.5448178052902222]
[-3.9893775], [0.5853511095046997, 0.22132879495620728, 0.2636573910713196, 0.15076912939548492, 0.35935676097869873, 0.6586964130401611, 0.7529246807098389, 0.1961943805217743, 0.5711693167686462, 0.9500994086265564, 0.5123413801193237, 0.13472391664981842, 0.07437723875045776, 0.8837806582450867, 0.6559159159660339, 0.7442331910133362, 0.5434237122535706, 0.812601625919342, 0.5325766801834106, 0.4834561347961426]
[-4.02618516], [0.8923515677452087, 0.6348761320114136, 0.7347455620765686, 0.7817398905754089, 0.14002232253551483, 0.8674678206443787, 0.21416917443275452, 0.42716366052627563, 0.9278908967971802, 0.7085819840431213, 0.8596135973930359, 0.2910468876361847, 0.9361053705215454, 0.32033413648605347, 0.8724952340126038, 0.3532968759536743, 0.7919282913208008, 0.050772130489349365, 0.8041487336158752, 0.975175142288208]
[-3.53110242], [0.30201372504234314, 0.44760313630104065, 0.05411481112241745, 0.4240562319755554, 0.7970916628837585, 0.25725552439689636, 0.7349057793617249, 0.7660022377967834, 0.13469207286834717, 0.011999974027276039, 0.27889537811279297, 0.7982334494590759, 0.3568531274795532, 0.7128956317901611, 0.48457229137420654, 0.8688252568244934, 0.03870430216193199, 0.5403533577919006, 0.04207511618733406, 0.035644423216581345]
[-3.83418726], [0.3261813223361969, 0.7873050570487976, 0.6466330885887146, 0.23654019832611084, 0.008098411373794079, 0.4765413999557495, 0.3139581084251404, 0.5218158960342407, 0.2775695025920868, 0.5665745139122009, 0.3530135154724121, 0.9906818866729736, 0.015727881342172623, 0.3048062324523926, 0.5847766995429993, 0.14338314533233643, 0.6716015338897705, 0.46502619981765747, 0.3286491334438324, 0.7981243133544922]
[-3.98800505], [0.9790266156196594, 0.10006622225046158, 0.07927704602479935, 0.5942850112915039, 0.9287728667259216, 0.8992881178855896, 0.8542259335517883, 0.17516478896141052, 0.535150945186615, 0.15424786508083344, 0.754715621471405, 0.4815424978733063, 0.6912935972213745, 0.6661220192909241, 0.21442952752113342, 0.6276587843894958, 0.4091380834579468, 0.9438483119010925, 0.575127124786377, 0.23796401917934418]
