[-9.95433423], [0.47510719299316406, 0.592523992061615]
[-13.36653825], [0.5787633657455444, 0.03712194040417671]
[-17.61999117], [0.9506698846817017, 0.8623440265655518]
[-8.45033234], [0.12045787274837494, 0.2614422142505646]
[-8.44937065], [0.12044542634487151, 0.2614884762465954]
[-8.4578109], [0.12049725443124772, 0.2612107752207667]
[-8.41731683], [0.12068320769071579, 0.26162338626384735]
[-8.47648248], [0.12026810168474912, 0.26132293535768986]
[-13.87114314], [0.02340064450391589, 0.6661007498196543]
[-14.15414641], [0.028958394622307475, 0.6728067405655959]
[-13.03579331], [0.005767576757218887, 0.6580592664287946]
[-13.79866941], [0.015202572208207627, 0.675554163426825]
[-12.36886565], [0.1386794079840669, 0.02354363963851245]
[-11.78599748], [0.14266450576180253, 0.008721864238056798]
[-11.98408908], [0.13395560412201132, 0.015956505681374196]
[-11.5677529], [0.12635215476680384, 6.848930523834807e-05]
[-11.77388543], [0.009189052807679511, 0.30627717859036707]
[-10.24864801], [0.0732849593455606, 0.2924550844977982]
[-11.84781267], [0.02441330070815939, 0.28905227436466835]
[-11.83483083], [0.0012104855413467412, 0.2955131425780713]
[-6.42376871], [0.22788398811997773, 0.36082900934378376]
[-5.08740163], [0.24536216898436175, 0.3439909661549802]
[-5.78470778], [0.24352912862135398, 0.3585314829831276]
[-5.98317572], [0.23718028009431052, 0.35467815310212664]
[-3.10069392], [0.3878250589799181, 0.34042375070683173]
[-3.74932752], [0.411916869548022, 0.3321029377515402]
[-5.19417296], [0.4205311884796543, 0.34747109007377125]
[-3.37012868], [0.40173683339823013, 0.3446675075041941]
[-4.5363741], [0.2753830221999626, 0.29829796683108056]
[-8.58503949], [0.3635219130843979, 0.13949782861644747]
[-9.58222171], [0.3642879598673669, 0.11575619231750116]
[-8.95686107], [0.35780572178968856, 0.12381441624651522]
[-5.77362747], [0.32613477780248434, 0.44463871945086786]
[-5.67759867], [0.31669663004294785, 0.42636549170025523]
[-5.13111302], [0.3275581798594077, 0.42429770714310244]
[-5.93603352], [0.32116983796901755, 0.43763315652926793]
[-2.24121975], [0.3280626296111204, 0.3532752594151195]
[-2.27938908], [0.3207558968388648, 0.3489075102484148]
[-2.62364631], [0.3224933598909843, 0.3542337628276119]
[-2.24991017], [0.3250661024955796, 0.3518316074549038]
[-1.25443573], [0.3352850050582105, 0.34572438027814667]
[-1.84303066], [0.33900102032444446, 0.34937082512372686]
[-1.80143543], [0.3343907824323047, 0.3502686542023351]
[-1.57184635], [0.33622069905840146, 0.3480568346620191]
[-3.40114816], [0.34100198142138594, 0.28802485087616686]
[-3.32554321], [0.3383229965420518, 0.29140405763934607]
[-3.19900461], [0.3375189592607457, 0.2847409368582745]
[-3.18709067], [0.33652631336604033, 0.285214470837359]
[-1.38052513], [0.322325118620083, 0.32594639369056594]
[-1.57142113], [0.32275049403022654, 0.32328585206494614]
[-1.99472084], [0.31977742855301566, 0.3218755248969588]
[-1.67932615], [0.3210921141730785, 0.3239691659365959]
[-0.13266555], [0.33567197210962657, 0.3335929447625095]
[-0.04663012], [0.3340461813749661, 0.3339869867348006]
[-0.04969151], [0.3343367924792564, 0.33313144669719413]
[-0.08927483], [0.3348992184192013, 0.33267488113614924]
[-0.08156945], [0.3323918733193371, 0.3345947831214296]
[-0.09273728], [0.33182175905135264, 0.3324442716798083]
[-0.11389233], [0.33129469124958155, 0.3337404236358781]
[-0.0354548], [0.3326075738913011, 0.33354219203956653]
[-0.05610926], [0.3343739589814723, 0.33286898601822185]
[-0.06048868], [0.3332428962110767, 0.33454707862235095]
[-0.03105278], [0.332678552473863, 0.33346957553981865]
[-0.03833175], [0.3337551625955676, 0.33402571087268496]
[-0.04756205], [0.3323595382942241, 0.33347767327964534]
[-0.06041404], [0.33327081323315555, 0.3345475245088651]
[-0.02718998], [0.3327447201936064, 0.3333916793051788]
[-0.03649357], [0.33374835867488617, 0.33398824962364443]
[-0.04811522], [0.3334300392828864, 0.33432325539122765]
[-0.04624044], [0.3323755812566984, 0.33339867746649277]
[-0.03899874], [0.3339826185346464, 0.33383992350487673]
[-0.02329835], [0.3328212844446104, 0.333324360469624]
[-0.04590858], [0.33349389734300655, 0.334273534766472]
[-0.04166914], [0.332458989545565, 0.3333314908317532]
[-0.03951442], [0.33403623147309813, 0.3337810723576126]
[-0.0200054], [0.33289642915250905, 0.33325576992789663]
[-0.04471421], [0.3335446877995754, 0.3342406034935963]
[-0.03955685], [0.3340673848668922, 0.333729639899554]
[-0.03721061], [0.3325472523798747, 0.33326316816864515]
[-0.01762973], [0.3329688529891508, 0.33318460252691773]
[-1.68158142], [0.3420214723831858, 0.3205407009298392]
[-1.59627099], [0.34262409746428, 0.3218230810043936]
[-1.68963812], [0.3434407592611474, 0.3216303682700834]
[-1.80166173], [0.34316175615342165, 0.32030069931976907]
[-0.02024388], [0.3332404161848799, 0.33377233577365983]
[-0.02420481], [0.33282257871933574, 0.33318901768111914]
[-0.01722103], [0.3329991921888119, 0.3331421309366955]
[-0.00801], [0.3334593801534148, 0.33346740070386444]
[-0.5456392], [0.33768674974120694, 0.32812843093978344]
[-0.39527057], [0.3371839157284657, 0.32956418845332397]
[-0.48091507], [0.33733591823809367, 0.3285950340324808]
[-0.46681178], [0.33776078494066086, 0.32917857728450345]
[-0.0063317], [0.3333863314384147, 0.33346961095306915]
[-0.00791833], [0.33315142059296016, 0.33333753686388623]
[-0.01794238], [0.33328113248044416, 0.3329364661771232]
[-0.00611594], [0.3333463572901109, 0.33319260130218337]
[-0.01796892], [0.3330371106901747, 0.33306327793666574]
[-0.01917931], [0.3332328620761933, 0.33291894557574253]
[-0.00654732], [0.3332730032863899, 0.33319480235265153]
[-0.00713457], [0.3333615718713742, 0.33317142829003504]
[-0.00406157], [0.3333339108866075, 0.33323886329821417]
[-0.01679176], [0.3333857389729837, 0.3329611622723855]
[-0.01060739], [0.33357169223245176, 0.33337377331546614]
[-0.01393085], [0.33315658622648514, 0.33307332240930865]
[-14.6917315], [0.03572106197103944, 0.6868363672903961]
[-14.70441868], [0.044204962333928836, 0.6937511145328703]
[-13.65505279], [0.008804200531009576, 0.6785445537151982]
[-14.99110754], [0.023206712271438154, 0.6965840642599621]
[-9.29210574], [0.07736780494451523, 0.3424432089776729]
[-11.07799145], [0.03692992031574249, 0.33823973116124767]
[-10.47004798], [0.0018310975283384323, 0.34140775920844174]
[-9.33744014], [0.06187913194298744, 0.3428788395252128]
[-5.52688783], [0.33823274044696594, 0.4315158259282514]
[-5.67024846], [0.3310055221012078, 0.43842083102897605]
[-2.62401055], [0.33601588935594967, 0.3966347081800643]
[-4.13010727], [0.33321827401712856, 0.41511242849811253]
[-15.19248401], [0.45755153733835685, 0.8386333521587116]
[-15.37319886], [0.4790279507440605, 0.8352128082719595]
[-15.64674946], [0.49385066438976133, 0.8532777330574681]
[-14.14471556], [0.4679120605559625, 0.8568478544662155]
[-10.52582997], [0.10059919749349441, 0.42494057081107844]
[-11.09176468], [0.05513687783047442, 0.4251093346463516]
[-10.46920143], [0.07076794342384059, 0.4240210167470308]
[-10.69569826], [0.08156846426777842, 0.42730212436126574]
[-3.74367665], [0.3118128886970208, 0.3028902670942598]
[-3.92766906], [0.3097229950381613, 0.30010384977799087]
[-4.07051107], [0.30878051808654616, 0.2963461815914969]
[-4.04830906], [0.31094019597293604, 0.2936988081809715]
[-1.51766472], [0.331759892481496, 0.3478713597824511]
[-0.7457689], [0.3314988576117111, 0.34166043275118296]
[-1.63980699], [0.3308791768110301, 0.3487125213037926]
[-1.11531687], [0.3308573133504522, 0.34451091785507804]
[-4.89603713], [0.41316049729968507, 0.3529987375267434]
[-4.95533921], [0.41585977763498383, 0.350082165483767]
[-5.21864583], [0.4166897038551919, 0.35400854996514214]
[-5.03621432], [0.4153201378483893, 0.35239436368599675]
[-0.21748107], [0.3366068861272855, 0.33219746976342224]
[-0.35505214], [0.3382908786100171, 0.3327003759837812]
[-0.24435076], [0.3370309160490075, 0.33251915454627995]
[-0.17366488], [0.3362016498534744, 0.3328242017504039]
[-0.22800748], [0.33018350558766213, 0.331609815766146]
[-0.11511586], [0.33127344080878357, 0.3337268502238212]
[-0.1861754], [0.3305633533579455, 0.33200024985243715]
[-0.09869535], [0.3315420997038358, 0.332881746999683]
[-2.73535516], [0.30777299550419696, 0.3277553455683652]
[-2.67065631], [0.3081957265308908, 0.328824208714275]
[-2.89366574], [0.30526349979044265, 0.3280799677182346]
[-2.78131678], [0.30681869987505755, 0.32844445624573676]
[-0.02398508], [0.3338248055610307, 0.3335214497572335]
[-0.02578756], [0.33360567754147313, 0.33382615653623277]
[-0.00744685], [0.33318752702596016, 0.33324327514699364]
[-0.0060731], [0.33336427281684283, 0.33319642350450895]
[-0.03261219], [0.3327341826542465, 0.3329721237390562]
[-0.03235326], [0.3331138073057167, 0.3326744269526265]
[-0.00728832], [0.33319165397255485, 0.3332434031370068]
[-0.00611795], [0.3333634168340587, 0.3331951923041608]
[-0.01114531], [0.3335829644202302, 0.3333781106577867]
[-0.01048638], [0.3334717906584641, 0.33352825803061825]
[-0.00509433], [0.3332596435953553, 0.33324103728169346]
[-0.0050233], [0.3333493148956683, 0.3332179506570538]
[-0.00508331], [0.3332600327922813, 0.3332410487344481]
[-0.0050276], [0.3333492341711276, 0.33321784048724323]
[-0.01109288], [0.33358165925791633, 0.33337884422630654]
[-0.01052394], [0.33347106810103055, 0.3335297825899789]
[-0.00212114], [0.3333214644831041, 0.333285125294245]
[-0.01457652], [0.3333732925694803, 0.3330074242684163]
[-0.01061707], [0.33355924582894836, 0.33342003531149694]
[-0.01259883], [0.33314413982298174, 0.33311958440533945]
[-15.0403389], [0.034859176763995116, 0.7028695249734735]
[-14.87318812], [0.043138375815743736, 0.7099456865471583]
[-14.6621574], [0.008591770950845328, 0.6943841515332756]
[-15.01035872], [0.022646775894767643, 0.7128447672070978]
[-5.95480834], [0.24404306709766388, 0.29252962191377113]
[-6.55920446], [0.22702915966510773, 0.2943392611496452]
[-5.35831608], [0.25394386053085327, 0.2938632098560012]
[-6.73643659], [0.19950346648693085, 0.2928436429445666]
[-16.97115762], [0.3617819232757666, 0.9869359135627747]
[-16.56516218], [0.35426978407123677, 0.9930415153503418]
[-16.86751436], [0.3594590388701148, 0.9891995787620544]
[-16.85302824], [0.36583769184949244, 0.9987190961837769]
[-7.573024], [0.3130751447715574, 0.48645079827463644]
[-6.12883385], [0.3157078606002925, 0.46732334011750293]
[-6.20047622], [0.3161519161970343, 0.4438991617336546]
[-7.61916002], [0.31738436291587957, 0.4898679696243048]
[-1.72369645], [0.32707634481078157, 0.348037008356465]
[-1.62562653], [0.32349524647749345, 0.3446491485744113]
[-2.24883568], [0.3183023024836242, 0.3461414570268276]
[-2.0548643], [0.32358199255829934, 0.34888503291691086]
[-4.25824365], [0.35850374304657395, 0.2813259879664626]
[-4.28806468], [0.35943099621363345, 0.27717428672419675]
[-4.51497704], [0.36751710666408427, 0.2853925251166616]
[-4.38147916], [0.36189323382577165, 0.28290128706606016]
[-1.45643603], [0.34684248684920305, 0.329509880176834]
[-0.70659188], [0.3414261972478383, 0.33196773985312383]
[-1.28850183], [0.345926776837887, 0.3310502688719241]
[-1.16656409], [0.344750040267193, 0.33025054879628857]
[-2.05419987], [0.3226869483039864, 0.3184817220813511]
[-2.5124358], [0.32207455983449024, 0.3140672252280375]
[-2.33257393], [0.32165888584127766, 0.31640880598447874]
[-2.25688128], [0.3235084869808948, 0.315795800438762]
[-0.0057764], [0.3333944358484485, 0.3332144918862172]
[-0.01632924], [0.33296964791238426, 0.3332924680235043]
[-0.05552365], [0.3339746240058002, 0.33426256932239107]
[-0.07932341], [0.332424724445515, 0.33457323314163606]
[-0.00588481], [0.3333895090593172, 0.3332093776518969]
[-0.05675878], [0.33281387682100694, 0.3323061065345261]
[-0.09108264], [0.3342366270509161, 0.3318609170038587]
[-0.14571822], [0.33398597047845, 0.33088235833119306]
[-0.10778309], [0.33134914588990083, 0.33322784041965126]
[-0.04080946], [0.3325111948608189, 0.3330876956487112]
